epoch,encoder_lr,decoder_lr,train_ce_loss,train_dice_loss,train_loss,train_dice,val_ce_loss,val_dice_loss,val_loss,val_dice
1,1.0000000000000002e-06,1e-05,3.8620996034393706,4.951320195694764,4.406709941290319,0.3755869479666915,0.26453691062560447,0.522515185539539,0.3935260481926111,0.8913748214631693
2,2.0000000000000003e-06,2e-05,2.179044785226385,4.426893004775048,3.3029689265415074,0.8512633700133548,0.2151996715619014,0.5069164069615878,0.3610580389499664,0.9363390120992947
3,3.0000000000000005e-06,3.0000000000000004e-05,1.8654417358338833,4.293013045191765,3.0792274279519916,0.8969015734210858,0.20070390663697169,0.4998895926475525,0.35029674946344813,0.9472418276071548
4,4.000000000000001e-06,4e-05,1.6469763455291588,4.197919364273548,2.9224478884600105,0.9300145524782474,0.1740567321593945,0.49046491942038906,0.33226082608333,0.9504013030318336
5,5e-06,5e-05,1.4479451607291898,4.111782503624757,2.779863861389458,0.9417691490233496,0.1573821614751449,0.48378487458595865,0.3205835177715008,0.9513590568611604
6,6.000000000000001e-06,6.000000000000001e-05,1.2528853818153343,4.014814577500025,2.633850009134039,0.9326869352070789,0.13404312807780044,0.47425734641001777,0.3041502374777427,0.9527100775843997
7,7.000000000000001e-06,7e-05,1.0583691510061424,3.9088124871253966,2.4835908458568157,0.952764535833288,0.10867485064268112,0.4643095539899973,0.2864922023828213,0.9529876459840559
8,8.000000000000001e-06,8e-05,0.897413561368982,3.827457652489344,2.36243563243188,0.948835329714486,0.09825922647577065,0.45882214223421536,0.2785406840856259,0.9533238942651249
9,9e-06,9e-05,0.7368368102858464,3.7424883022904396,2.239662577304989,0.9539798905176146,0.08019169754477648,0.4504878615232614,0.2653397793861536,0.9582480181460702
10,1e-05,0.0001,0.6107269906438887,3.621608227988084,2.1161676278337835,0.9533383819516058,0.07068436339956063,0.4438494242521433,0.25726689380407336,0.9588089414844689
11,9.991120277927222e-06,9.990232305719945e-05,0.5078372444336613,3.562005447844664,2.034921364998445,0.9579074043918538,0.052799838077563506,0.43550450229644777,0.24415217026151143,0.9584789008051534
12,9.964516155915152e-06,9.960967771506667e-05,0.4312432607014974,3.490468072891235,1.960855681844987,0.9589117991496567,0.04310526731610298,0.43011667119539704,0.23661096917207425,0.957812892318528
13,9.920292628279101e-06,9.91232189110701e-05,0.3686075490588943,3.4204854696989058,1.8945465275086462,0.9550912066604251,0.041442402987526016,0.42736288118362425,0.23440264189701815,0.9559064847294171
14,9.858624225078841e-06,9.844486647586725e-05,0.3185398664480696,3.381131240725517,1.849835569644347,0.9555660554380329,0.033355049575750646,0.4243334749295161,0.22884426266642718,0.9601039530184975
15,9.779754323328192e-06,9.757729755661011e-05,0.2820324124535546,3.3337217499812444,1.8078770955093204,0.9607031378481123,0.03210682652432185,0.4247079689319317,0.22840739763700046,0.962521577478318
16,9.683994186497132e-06,9.652393605146844e-05,0.2502051487797871,3.3031776919960976,1.7766914372798055,0.9636486123005549,0.026241776617100605,0.4206206735097445,0.223431225247108,0.9605797500927475
17,9.571721736097089e-06,9.528893909706797e-05,0.21990095254344244,3.2666689728697142,1.7432849815115332,0.9657474258431683,0.023849672955389208,0.41823310452241164,0.22104138872027398,0.9604429252525154
18,9.443380060197387e-06,9.387718066217124e-05,0.19864623659135153,3.242343789835771,1.7204950278857722,0.9645882101246603,0.022284325369275534,0.4183833759014423,0.22033385053735513,0.9627536079925373
19,9.299475664759068e-06,9.229423231234974e-05,0.18259756024926901,3.2534258072574933,1.7180116996401922,0.9648356417814891,0.01869673545085467,0.41497583051828235,0.21683628289516155,0.9633840004227839
20,9.140576474687265e-06,9.05463412215599e-05,0.16204101748298855,3.2336892555157344,1.6978651507990434,0.9634678970332499,0.01673324398581798,0.41416338770206157,0.21544831595283287,0.9618425536162462
21,8.967309592491052e-06,8.864040551740158e-05,0.15018177437596023,3.226490372419357,1.688336089462973,0.9637057293896322,0.01614581067000444,0.4141368684768677,0.2151413395966475,0.9648194344066305
22,8.780358823396352e-06,8.658394705735987e-05,0.14089895259433735,3.2252859339118003,1.6830924582201987,0.9573496951549141,0.014846676158217283,0.4134009435727046,0.2141238099863896,0.963999371530028
23,8.580461976679099e-06,8.438508174347009e-05,0.13054905467821906,3.19344584941864,1.6619974664412438,0.9649440792975602,0.012892886310815812,0.41229208630781905,0.21259248624856655,0.965320505647988
24,8.368407953869105e-06,8.205248749256015e-05,0.12268400409957395,3.1796219304203985,1.6511529837967829,0.9669063251327585,0.011203930913255765,0.4115679271037762,0.21138592905608508,0.9639043012939742
25,8.14503363531613e-06,7.959536998847742e-05,0.11684958812935899,3.197584455708663,1.6572170401224866,0.9586143248611025,0.010288300866977526,0.4115351437421945,0.2109117222542946,0.9645902836334141
26,7.911220577405485e-06,7.702342635146033e-05,0.10901561200929184,3.1799199491739274,1.644467797013931,0.9662497353774528,0.00972497484403161,0.4106167481128986,0.21017086147803526,0.9608311230549391
27,7.667891533457718e-06,7.43468068680349e-05,0.10308733637211845,3.1880096842845282,1.6455485285259783,0.964242383285805,0.00950326015542333,0.4108531307440538,0.2101781955751089,0.9652418025754104
28,7.416006812042827e-06,7.15760749324711e-05,0.1002573991388393,3.180300584435463,1.640279009146616,0.960849669328686,0.009225066412813388,0.41068882175592275,0.20995694411144808,0.9647285336317095
29,7.1565604870810515e-06,6.872216535789157e-05,0.0965156179619953,3.1711530054608983,1.6338343291310593,0.9640692128075495,0.008805572997492093,0.410275697524731,0.20954063533705014,0.9651996076188658
