epoch,encoder_lr,decoder_lr,train_ce_loss,train_dice_loss,train_loss,train_dice,val_ce_loss,val_dice_loss,val_loss,val_dice
1,1e-05,nan,7.6145262559254965,5.708332837124666,6.66142962500453,0.13033331498276138,0.7901964011018926,0.6349217067024925,0.7125590540625832,0.17004239625508608
2,2e-05,nan,4.546047917256753,5.066232150793075,4.806140074040741,0.18946016572940297,0.4597327762647109,0.5775458847045899,0.5186393305431712,0.371708997594489
3,3.0000000000000004e-05,nan,3.17812161197265,4.68523241430521,3.9316770480014385,0.2186061080180453,0.2795447892449119,0.5362253220731562,0.4078850557240573,0.6116434541959592
4,4e-05,nan,2.287644949182868,4.3807041530807815,3.3341745818965136,0.23615865901395552,0.20139782984690233,0.5162278953985734,0.35881286242441696,0.7599905101415347
5,5e-05,nan,1.7370164688676595,4.158217547833919,2.9476170415990053,0.30132698383148787,0.1312316979343241,0.49809023908268324,0.31466096850308506,0.8291254709815554
6,6.000000000000001e-05,nan,1.3742600320527951,4.011879441142082,2.6930697614327075,0.43579396364001205,0.11175310043855147,0.48996744564229794,0.3008602730339224,0.8518979567529462
7,7e-05,nan,1.0830335322146614,3.8647676621874174,2.4739006221760063,0.567917164152971,0.10020598797147924,0.4826236563509161,0.29141482219262554,0.8530905491189649
8,8e-05,nan,0.8651601949085792,3.758200798928738,2.311680518835783,0.6946556353665613,0.06887338486259634,0.4739587843721563,0.27141608465801587,0.870069685042084
9,9e-05,nan,0.6957844206752877,3.6359509165088335,2.1658676834776998,0.7816519769805449,0.05094269490892237,0.46759623745137996,0.2592694661942395,0.8758692534269726
10,0.0001,nan,0.580726867603759,3.5651212791601816,2.0729240896878762,0.7930626187887456,0.06837785080210729,0.46503639337366276,0.266707122194767,0.8445631342140136
11,9.990232305719945e-05,nan,0.504841887531802,3.5120301196972528,2.0084360220003874,0.8053571813360408,0.029867115302248434,0.4601091847333041,0.24498814990845594,0.8710606324951634
12,9.960967771506667e-05,nan,0.4370106879932185,3.451795488099257,1.9444031064631417,0.8099416696087078,0.07754805225757036,0.4601372942317616,0.2688426732442596,0.8668362962606144
13,9.91232189110701e-05,nan,0.40574534399590145,3.400842955708504,1.9032941676909103,0.8157783590809063,0.1042716168766672,0.4580095990614458,0.2811406079801646,0.8895876875784821
14,9.844486647586725e-05,nan,0.3661522608871261,3.4180413593848544,1.8920968266902491,0.825917324865306,0.07332447003376755,0.45706153982335873,0.26519300498528914,0.8058720674440984
15,9.757729755661011e-05,nan,0.31879475436483823,3.3308204233646395,1.8248076025396585,0.8353615962520795,0.0649594834155657,0.4545647068977356,0.25976209513057363,0.9036912758727208
16,9.652393605146844e-05,nan,0.3042663370879988,3.3246875782807668,1.8144769717706368,0.8281822051163074,0.017342718810994518,0.4515348393613642,0.23443877901922572,0.9066161724184133
17,9.528893909706797e-05,nan,0.2751863663550466,3.323532021045685,1.7993592086015269,0.8326337639380383,0.01295487471554767,0.4507864159930836,0.23187064543637362,0.9169756672833873
18,9.387718066217124e-05,nan,0.29316702417175594,3.3245496397217114,1.8088583500357345,0.8177021797056552,0.05308516201383688,0.45271184952475807,0.2528985057429834,0.8827128146291477
19,9.229423231234974e-05,nan,0.26610154735390096,3.2879605879386267,1.7770310847787187,0.8280063135204493,0.029271615139124067,0.44947660831104624,0.23937411168922076,0.9028590872065465
20,9.05463412215599e-05,nan,0.32992447273184855,3.2921974644064904,1.8110609890194609,0.7988892316766498,0.020281297099624167,0.4509074332410639,0.23559436512806198,0.8132045512806708
21,8.864040551740158e-05,nan,0.2594626850487354,3.279344387849172,1.769403550727293,0.8046836367764659,0.03547001145868139,0.45052764755595814,0.242998829545758,0.9053292182687547
22,8.658394705735987e-05,nan,0.2414664615605337,3.2815248931447667,1.7614956945413724,0.830905728014531,0.021022864001989366,0.4487720520886508,0.23489745794859798,0.9092832448186424
23,8.438508174347009e-05,nan,0.23853281430977707,3.2568405359983443,1.7476866869023069,0.8245835750674207,0.0792028539086438,0.45082381368983876,0.2650133339535106,0.9069740595819887
24,8.205248749256015e-05,nan,0.22170589318266137,3.225169013440609,1.7234374687308445,0.8342013690482688,0.09419198219361291,0.45005407809344206,0.27212303010333666,0.8959590127245705
25,7.959536998847742e-05,nan,0.21674426781440465,3.2637909149130184,1.7402676078490913,0.8368994921445846,0.25788373440270396,0.4524001341126182,0.3551419343271039,0.8594424183966082
26,7.702342635146033e-05,nan,0.2230871563447484,3.2258215804894763,1.7244543832959607,0.8308604667308154,0.09126341774052178,0.44931987442536786,0.2702916459056464,0.8932960150243191
27,7.43468068680349e-05,nan,0.21369795389279414,3.2616258869568506,1.7376619369257242,0.8288473382316254,0.021978829932957886,0.4475511223359541,0.2347649762104858,0.9116261990822723
28,7.15760749324711e-05,nan,0.21346774848061614,3.2252674172321956,1.7193676012102515,0.8353479159237058,0.15450612767983904,0.45012969869266856,0.30231791298118504,0.8766664517226659
29,6.872216535789157e-05,nan,0.1874805008294061,3.2062078187863032,1.6968441756209358,0.8436600284719908,0.015637453521711923,0.44682707606228916,0.23123226491592147,0.9119909081163173
30,6.57963412215599e-05,nan,0.1834948739017515,3.2216865584254264,1.7025907311821356,0.8341750794538745,0.008307579323801806,0.44634109432047064,0.2273243368885734,0.9294337008896116
31,6.281014941466032e-05,nan,0.19450794669877117,3.206039961675803,1.7002739700721576,0.8409644657814944,0.014702576240008189,0.4464929360042919,0.2305977562221614,0.9132126891615457
32,5.977537507199338e-05,nan,0.17309050449791055,3.1992258156339326,1.6861581744393335,0.8438495702075737,0.0660286754491993,0.44854607667055996,0.25728737605159935,0.8994570038171528
33,5.670399506143306e-05,nan,0.19119791056533966,3.186637976268927,1.6889179590158165,0.8394443647039158,0.006576941282632337,0.44605751021992074,0.2263172259189866,0.9283331705930526
34,5.360813071670102e-05,nan,0.1783350948380151,3.19164895315965,1.6849920412525534,0.8465457394995071,0.010360773931113496,0.4460397922775962,0.2282002832244743,0.9098327134703648
35,5.05e-05,nan,0.17109612608522487,3.2138120740652085,1.6924541156971826,0.8504796500007311,0.1464743201982992,0.4510476329196583,0.29876097682389346,0.871124186039146
36,4.739186928329899e-05,nan,0.17500511667264315,3.1900910983482995,1.682548126601614,0.842868635803461,0.052232131469935515,0.448381636281447,0.2503068838374181,0.8989127307387889
37,4.4296004938566934e-05,nan,0.1695573269602998,3.1717796618739764,1.6706685102777556,0.8486385454734167,0.2907105231726796,0.449308273228732,0.37000939851945097,0.8823410254573439
38,4.1224624928006624e-05,nan,0.17725468447897583,3.164458278318246,1.6708564986940473,0.8471608013190604,0.07997890264487995,0.4480046143618497,0.26399175834330646,0.8991250785742161
39,3.8189850585339694e-05,nan,0.1728643222702279,3.2088582838575044,1.690861318144016,0.8505363795492383,0.0345484924393452,0.4468444437373768,0.24069646813327616,0.911201386556274
