epoch,encoder_lr,decoder_lr,train_ce_loss,train_dice_loss,train_loss,train_dice,val_ce_loss,val_dice_loss,val_loss,val_dice
1,1e-05,nan,3.0692502787957587,4.77463492055734,3.9219426345080137,0.16114743104343615,0.22233694178324478,0.5106607563679035,0.36649884930940774,0.5775054053883256
2,2e-05,nan,1.7611690209557613,4.3211579248309135,3.041163503844291,0.32570191060393655,0.13670966920485864,0.4829407654908987,0.3098252170727803,0.8368622361357447
3,3.0000000000000004e-05,nan,1.1791956610356769,4.073150957127412,2.6261733405757695,0.5138430173232875,0.09415854612680583,0.4683956625644977,0.281277104304387,0.8727485658206937
4,4e-05,nan,0.8675853873292605,3.905292789141337,2.3864391091279686,0.6641535923444833,0.06113606302325542,0.4546921940216651,0.2579141284089822,0.9002957024605982
5,5e-05,nan,0.611014201088498,3.770140976210435,2.1905776034574957,0.765197206416633,0.04397739589672822,0.44460052350851204,0.24428895991582136,0.929454932421701
6,6.000000000000001e-05,nan,0.4742590588827928,3.6645050863424937,2.069382090959698,0.7951830315852055,0.031878110960125924,0.438266293489016,0.23507220207269375,0.9282100859456864
7,7e-05,nan,0.36655819782366356,3.5838721215724947,1.9752151767723263,0.8144939649926781,0.02301332703920511,0.43076967037641084,0.22689149904480346,0.923365964949667
8,8e-05,nan,0.27522294834877054,3.517196344832579,1.8962096656439826,0.8230320254133808,0.017496543429791928,0.4260684073154743,0.2217824750840664,0.9217490349712056
9,9e-05,nan,0.2327320382387067,3.4451370800534886,1.838934574322775,0.8218287928512803,0.0178949920758605,0.4250380405646104,0.2214665164374388,0.8959747727248529
10,0.0001,nan,0.20438600308261812,3.379039116203785,1.7917125761741772,0.8257035156642949,0.01582527341435735,0.4228224167090196,0.21932384508160443,0.8939025869087757
11,9.990232305719945e-05,nan,0.21620739025529473,3.389436736702919,1.8028220776934176,0.8162168685208868,0.010541976056419886,0.4195869901730464,0.21506448348898155,0.9244711938800054
12,9.960967771506667e-05,nan,0.1597800395412681,3.335817824800809,1.7477989470586182,0.8414741604047271,0.009278400168825801,0.4178497935441824,0.2135640967809237,0.9407370728853487
