epoch,encoder_lr,decoder_lr,train_ce_loss,train_dice_loss,train_loss,train_dice,val_ce_loss,val_dice_loss,val_loss,val_dice
1,1.0000000000000002e-06,1e-05,2.861922897150119,4.5429196372628216,3.7024213075172154,0.6194014194298586,0.15978639619567178,0.5045024319215254,0.3321444141648032,0.8875213149761301
2,2.0000000000000003e-06,2e-05,1.4122351046651602,3.9924761841694516,2.702355670602992,0.8740382499337472,0.1341445784043182,0.4941621068000793,0.3141533425764604,0.9140313781876942
3,3.0000000000000005e-06,3.0000000000000004e-05,1.114786103491982,3.8400024831295014,2.47739431662485,0.9171868918957871,0.10683856457471848,0.48566175591728905,0.29625016020644795,0.9314760339877057
4,4.000000000000001e-06,4e-05,0.9070538113514582,3.690554683903853,2.298804271873087,0.9338065241497976,0.09316344928145409,0.4793021154577082,0.2862327824104916,0.9427628038826525
5,5e-06,5e-05,0.73433886434262,3.594435006380081,2.164386952249333,0.9386976139679187,0.07207915481952104,0.4708327726364136,0.27145596377632836,0.9463558176757517
6,6.000000000000001e-06,6.000000000000001e-05,0.5835284805390983,3.4864040051897365,2.0349662641994657,0.9479509557286898,0.058197676374424585,0.46540847455804996,0.26180307535041464,0.9561471154695523
7,7.000000000000001e-06,7e-05,0.46526289177127184,3.3926410978039105,1.9289520114893093,0.9527184890376198,0.04822364758388563,0.46084419071024113,0.2545339192455465,0.9569618923684916
8,8.000000000000001e-06,8e-05,0.3757734042902788,3.314904844760895,1.8453391363145784,0.9595080577113012,0.03527131377675317,0.45570808081193404,0.24548969756039707,0.9591756566784235
9,9e-06,9e-05,0.3171813127429535,3.286248386402925,1.8017148651648314,0.9490038283462869,0.030053598486022515,0.45298455996946857,0.24151907913793216,0.9511093936569076
10,1e-05,0.0001,0.25948807268869134,3.2417334963877997,1.750610800157301,0.9565184943653918,0.022518623925203627,0.450614596193487,0.2365666100447828,0.9579657965904729
11,9.991120277927222e-06,9.990232305719945e-05,0.22209526936057955,3.1938675860563914,1.7079814437311143,0.9617436945438385,0.01836200637316162,0.4490881679361517,0.23372508715499532,0.9602434953458605
12,9.964516155915152e-06,9.960967771506667e-05,0.19070020043291153,3.1712725053230923,1.6809863687027247,0.9647935972169592,0.014483247182179582,0.44738929937536065,0.23093627325160937,0.9628780506852789
13,9.920292628279101e-06,9.91232189110701e-05,0.17188519261544571,3.1680984675884245,1.6699918462894856,0.9608682942059306,0.015033262240751223,0.4471530057040128,0.23109313405752183,0.9574615091102985
14,9.858624225078841e-06,9.844486647586725e-05,0.15285437530061852,3.1546884988745054,1.6537714548641815,0.9633718913352047,0.010667444704473018,0.4458430777029558,0.228255261260542,0.9577698785072116
15,9.779754323328192e-06,9.757729755661011e-05,0.1408026570803486,3.1158324042956034,1.6283175467513502,0.9615136845796197,0.010734186495095492,0.4458095446153121,0.22827186565155333,0.9629571372431874
16,9.683994186497132e-06,9.652393605146844e-05,0.1361637482342,3.1269662524263064,1.6315650151111185,0.9618109032511711,0.009221778654984452,0.44513280536478217,0.22717729200233114,0.9607195032840525
17,9.571721736097089e-06,9.528893909706797e-05,0.1292901350922572,3.1079363544782,1.6186132627772167,0.960551165541013,0.0074635343905876984,0.44450671837546607,0.22598512637506832,0.964712410333439
18,9.443380060197387e-06,9.387718066217124e-05,0.11453081292953964,3.0914273977279665,1.6029791226843373,0.9637173818217384,0.00781796205260537,0.44434658271616156,0.22608227229443464,0.96039224899238
19,9.299475664759068e-06,9.229423231234974e-05,0.1122935168677941,3.1129119952519733,1.6126027712132782,0.9569181085184769,0.0070314562237736855,0.44414947114424275,0.2255904636851766,0.9631732056185147
