Species,Modality,File Name,Dice,Time (s)
eucalyptus,rgb1,57.0_24725.0_4047.0.png,0.9583981702353788,3.075491791125387
eucalyptus,rgb1,57.0_24725.0_4049.0.png,0.9617703519868972,2.8070868719369173
eucalyptus,rgb1,57.0_24736.0_4047.0.png,0.9609067008420923,2.783538677264005
eucalyptus,rgb1,57.0_24736.0_4048.0.png,0.9589151284412154,3.0807060501538217
eucalyptus,rgb1,57.0_24738.0_4047.0.png,0.9752599209955424,3.0788665618747473
eucalyptus,rgb1,57.0_24738.0_4048.0.png,0.9787435985690368,3.085590385366231
eucalyptus,rgb1,57.0_24739.0_4047.0.png,0.9301512164893369,3.0150657477788627
eucalyptus,rgb1,57.0_24739.0_4048.0.png,0.9215683391414593,3.0428021806292236
eucalyptus,rgb1,57.0_24742.0_4047.0.png,0.9419534210135122,3.0289136613719165
eucalyptus,rgb1,57.0_24742.0_4048.0.png,0.9508497261680607,3.0808243830688298
eucalyptus,rgb1,57.0_24748.0_4047.0.png,0.8960202920383419,3.0302097611129284
eucalyptus,rgb1,57.0_24748.0_4048.0.png,0.8967585197659671,3.0668517742305994
eucalyptus,rgb1,57.0_24749.0_4047.0.png,0.30653266505896315,3.035990131087601
eucalyptus,rgb1,57.0_24749.0_4048.0.png,0.3632653065556018,3.076219396200031
eucalyptus,rgb1,57.0_24750.0_4047.0.png,0.941023695140012,3.0698192049749196
eucalyptus,rgb1,57.0_24750.0_4048.0.png,0.9440653442241244,3.0956457466818392
eucalyptus,rgb1,57.0_24753.0_4047.0.png,0.9365103810528355,3.0939276991412044
eucalyptus,rgb1,57.0_24753.0_4048.0.png,0.9399706030633526,3.0556818838231266
eucalyptus,rgb1,57.0_24764.0_4047.0.png,0.9650351000593529,3.080321501940489
eucalyptus,rgb1,57.0_24764.0_4048.0.png,0.9677599229482844,3.03982976032421
eucalyptus,rgb1,57.0_24765.0_4047.0.png,0.9304275044249971,3.0660135191865265
eucalyptus,rgb1,57.0_24765.0_4048.0.png,0.9320553653821577,3.0911063738167286
eucalyptus,rgb1,57.0_24771.0_4047.0.png,0.9557456369700008,3.0788404210470617
eucalyptus,rgb1,57.0_24771.0_4048.0.png,0.955980975338585,3.051794422790408
eucalyptus,rgb1,57.0_24772.0_4047.0.png,0.9649093030657555,3.0700806486420333
eucalyptus,rgb1,57.0_24772.0_4048.0.png,0.9640138154701108,3.079531588125974
eucalyptus,rgb1,57.0_24774.0_4047.0.png,0.9592377196617228,3.081878636032343
eucalyptus,rgb1,57.0_24774.0_4048.0.png,0.9624104043304985,3.102147791069001
eucalyptus,rgb1,57.0_24777.0_4047.0.png,0.9458346357811349,3.0872375778853893
eucalyptus,rgb1,57.0_24777.0_4048.0.png,0.9537654873007813,3.094252281822264
eucalyptus,rgb1,57.0_24778.0_4047.0.png,0.9532900409947658,3.0998695422895253
eucalyptus,rgb1,57.0_24778.0_4048.0.png,0.9531275674748273,3.0397571828216314
