Species,Modality,File Name,Dice,Time (s)
eucalyptus,rgb1,57.0_24725.0_4047.0.png,0.9570606308263621,1.6177007383666933
eucalyptus,rgb1,57.0_24725.0_4049.0.png,0.9605490353842226,1.6906748712062836
eucalyptus,rgb1,57.0_24736.0_4047.0.png,0.9527715615303576,1.6348200282081962
eucalyptus,rgb1,57.0_24736.0_4048.0.png,0.9527869927098369,1.6666810121387243
eucalyptus,rgb1,57.0_24738.0_4047.0.png,0.9737497656229576,1.6377538652159274
eucalyptus,rgb1,57.0_24738.0_4048.0.png,0.9767504013189696,1.7112866351380944
eucalyptus,rgb1,57.0_24739.0_4047.0.png,0.9284204061939231,1.6262971321120858
eucalyptus,rgb1,57.0_24739.0_4048.0.png,0.9221619365610618,1.6994350356981158
eucalyptus,rgb1,57.0_24742.0_4047.0.png,0.9381819163356485,1.652490559965372
eucalyptus,rgb1,57.0_24742.0_4048.0.png,0.9485547433683538,1.6503585376776755
eucalyptus,rgb1,57.0_24748.0_4047.0.png,0.8819227934931018,1.647388513199985
eucalyptus,rgb1,57.0_24748.0_4048.0.png,0.8798396638742432,1.6361600710079074
eucalyptus,rgb1,57.0_24749.0_4047.0.png,0.03655054309734406,1.64162627607584
eucalyptus,rgb1,57.0_24749.0_4048.0.png,0.24640460247056348,1.8193175857886672
eucalyptus,rgb1,57.0_24750.0_4047.0.png,0.9368467167389818,1.6018027658574283
eucalyptus,rgb1,57.0_24750.0_4048.0.png,0.9399153473798378,1.6825749049894512
eucalyptus,rgb1,57.0_24753.0_4047.0.png,0.9311146659631678,1.621233225800097
eucalyptus,rgb1,57.0_24753.0_4048.0.png,0.9357112711823122,1.7075987420976162
eucalyptus,rgb1,57.0_24764.0_4047.0.png,0.9630531187401214,1.611564654391259
eucalyptus,rgb1,57.0_24764.0_4048.0.png,0.965285998059352,1.6736129587516189
eucalyptus,rgb1,57.0_24765.0_4047.0.png,0.9239868592800097,1.6057768599130213
eucalyptus,rgb1,57.0_24765.0_4048.0.png,0.9273121378752529,1.696072697173804
eucalyptus,rgb1,57.0_24771.0_4047.0.png,0.9538498770842148,1.634775832761079
eucalyptus,rgb1,57.0_24771.0_4048.0.png,0.9518984759291307,1.6752203479409218
eucalyptus,rgb1,57.0_24772.0_4047.0.png,0.9622006037533178,1.6312868972308934
eucalyptus,rgb1,57.0_24772.0_4048.0.png,0.9653893074663936,1.7072789869271219
eucalyptus,rgb1,57.0_24774.0_4047.0.png,0.9566260048207681,1.6269544139504433
eucalyptus,rgb1,57.0_24774.0_4048.0.png,0.9601300938694081,1.6695802831090987
eucalyptus,rgb1,57.0_24777.0_4047.0.png,0.9357022088607994,1.5736609338782728
eucalyptus,rgb1,57.0_24777.0_4048.0.png,0.9480738939611412,1.6717319022864103
eucalyptus,rgb1,57.0_24778.0_4047.0.png,0.9505756951079176,1.612364375963807
eucalyptus,rgb1,57.0_24778.0_4048.0.png,0.9484278180943942,1.6930699590593576
eucalyptus,rgb1,57.0_24779.0_4047.0.png,0.9760121128015607,1.7696208758279681
eucalyptus,rgb1,57.0_24779.0_4048.0.png,0.9741556427922167,1.6720623560249805
eucalyptus,rgb1,57.0_24783.0_4047.0.png,0.9567854616466105,1.6123096020892262
eucalyptus,rgb1,57.0_24783.0_4048.0.png,0.957610584810491,1.690438853111118
eucalyptus,rgb1,57.0_24784.0_4047.0.png,0.9424338714178306,1.6261761421337724
eucalyptus,rgb1,57.0_24784.0_4048.0.png,0.9384620457332336,1.6946644028648734
eucalyptus,rgb1,57.0_24796.0_4047.0.png,0.9480553170173566,1.5984199387021363
eucalyptus,rgb1,57.0_24796.0_4048.0.png,0.9457665032088213,1.707855035085231
eucalyptus,rgb1,57.0_24797.0_4047.0.png,0.9471054659343238,1.6514725740998983
eucalyptus,rgb1,57.0_24797.0_4048.0.png,0.9381222489303855,1.6191028272733092
eucalyptus,rgb1,57.0_24799.0_4047.0.png,0.8477794123501661,1.6642724159173667
eucalyptus,rgb1,57.0_24799.0_4048.0.png,0.8235923007219699,1.6586462878622115
eucalyptus,rgb1,57.0_24801.0_4047.0.png,0.8778030706652027,1.6519734608009458
eucalyptus,rgb1,57.0_24801.0_4048.0.png,0.8815505571492215,1.7319173626601696
eucalyptus,rgb1,57.0_24806.0_4047.0.png,0.9557981515743447,1.641719690989703
eucalyptus,rgb1,57.0_24806.0_4048.0.png,0.9564935236435939,1.6830423967912793
eucalyptus,rgb1,57.0_24808.0_4047.0.png,0.9471467797832843,1.6174658914096653
eucalyptus,rgb1,57.0_24808.0_4048.0.png,0.9474263749975748,1.7079355362802744
eucalyptus,rgb1,57.0_24809.0_4047.0.png,0.947739054081407,1.7441697311587632
eucalyptus,rgb1,57.0_24809.0_4048.0.png,0.9430481959415956,1.6740659037604928
eucalyptus,rgb1,57.0_24818.0_4047.0.png,0.9561965288251806,1.6197157348506153
eucalyptus,rgb1,57.0_24818.0_4048.0.png,0.9646554288548224,1.68038233788684
eucalyptus,rgb1,57.0_24820.0_4047.0.png,0.8977657848680871,1.606924809049815
eucalyptus,rgb1,57.0_24820.0_4048.0.png,0.8797436903376521,1.6776920803822577
eucalyptus,rgb1,57.0_24824.0_4047.0.png,0.9707706926392732,1.620278399437666
eucalyptus,rgb1,57.0_24824.0_4048.0.png,0.9682380677124324,1.6818198249675333
eucalyptus,rgb1,57.0_24831.0_4047.0.png,0.9534692173937241,1.6099797058850527
eucalyptus,rgb1,57.0_24831.0_4048.0.png,0.9454616327163543,1.6855109850876033
eucalyptus,rgb1,57.0_24832.0_4047.0.png,0.948759756262412,1.625307829119265
eucalyptus,rgb1,57.0_24832.0_4048.0.png,0.943033602664983,1.6624364941380918
eucalyptus,rgb1,57.0_24834.0_4047.0.png,0.9096087042701954,1.648762778379023
eucalyptus,rgb1,57.0_24834.0_4048.0.png,0.9224810580083979,1.6996815889142454
eucalyptus,rgb1,57.0_24837.0_4047.0.png,0.9162701284753734,1.641368797980249
eucalyptus,rgb1,57.0_24837.0_4048.0.png,0.9138366223040445,1.6741989250294864
eucalyptus,rgb1,57.0_24843.0_4047.0.png,0.9619109413890083,1.6226137639023364
eucalyptus,rgb1,57.0_24843.0_4048.0.png,0.9617649874654514,1.6893448629416525
eucalyptus,rgb1,57.0_24846.0_4047.0.png,0.9148843652988963,1.6385642448440194
eucalyptus,rgb1,57.0_24846.0_4048.0.png,0.9302162616249373,1.8596215131692588
eucalyptus,rgb1,57.0_24852.0_4047.0.png,0.9556524635921441,1.6222043489106
eucalyptus,rgb1,57.0_24852.0_4048.0.png,0.9602896594573642,1.6971829938702285
eucalyptus,rgb1,57.0_24853.0_4047.0.png,6.553079943281074e-10,1.6468045762740076
eucalyptus,rgb1,57.0_24853.0_4048.0.png,5.202913628926683e-10,1.7049729437567294
eucalyptus,rgb1,57.0_24856.0_4047.0.png,0.9396004214210517,1.6404868294484913
eucalyptus,rgb1,57.0_24856.0_4048.0.png,0.941767958600775,1.7235475149936974
eucalyptus,rgb1,57.0_24858.0_4047.0.png,0.9533174523253407,1.6385489548556507
eucalyptus,rgb1,57.0_24858.0_4048.0.png,0.9573926042376544,1.6967586008831859
eucalyptus,rgb1,57.0_24870.0_4047.0.png,0.8357850151711258,1.649300544988364
eucalyptus,rgb1,57.0_24870.0_4048.0.png,0.8709736072860265,1.6956547540612519
eucalyptus,rgb1,57.0_24878.0_4047.0.png,0.915076829454257,1.6119723417796195
eucalyptus,rgb1,57.0_24878.0_4048.0.png,0.9257167102047981,1.7143670860677958
eucalyptus,rgb1,57.0_24881.0_4047.0.png,0.9006902824302672,1.6083168699406087
eucalyptus,rgb1,57.0_24881.0_4048.0.png,0.9030778348176264,1.6733870678581297
eucalyptus,rgb1,57.0_24893.0_4047.0.png,0.9559564198524493,1.612931746058166
eucalyptus,rgb1,57.0_24893.0_4048.0.png,0.9644267305507074,1.674668672028929
eucalyptus,rgb1,57.0_24899.0_4047.0.png,0.9516323703731011,1.6446648789569736
eucalyptus,rgb1,57.0_24899.0_4048.0.png,0.9546636398433033,1.8970054388046265
eucalyptus,rgb1,57.0_24904.0_4047.0.png,0.9554631325864605,1.6374249192886055
eucalyptus,rgb1,57.0_24904.0_4048.0.png,0.9428383022630658,1.6560362600721419
eucalyptus,rgb1,57.0_24905.0_4047.0.png,0.9688755322417419,1.6337399017065763
eucalyptus,rgb1,57.0_24905.0_4048.0.png,0.9746042411906001,1.655447787605226
eucalyptus,rgb1,57.0_24906.0_4047.0.png,0.9242251289433161,1.6197908553294837
eucalyptus,rgb1,57.0_24906.0_4048.0.png,0.9348455254041004,1.732882094103843
eucalyptus,rgb1,57.0_24915.0_4047.0.png,0.9157850352656596,1.6439489936456084
eucalyptus,rgb1,57.0_24915.0_4048.0.png,0.9115323507021538,1.6454910109750926
eucalyptus,rgb1,57.0_24920.0_4047.0.png,0.941855584941706,1.683303196914494
eucalyptus,rgb1,57.0_24920.0_4048.0.png,0.9480626214095161,1.7071231678128242
eucalyptus,rgb1,57.0_24923.0_4047.0.png,0.9397204385499688,1.6079245982691646
eucalyptus,rgb1,57.0_24923.0_4048.0.png,0.9403075357744066,1.7038095123134553
sorghum,rgb1,46.0_23707.0_2233.0.png,0.8717334132337383,1.63455512188375
sorghum,rgb1,46.0_23707.0_2243.0.png,0.9536010378453206,1.6864314330741763
sorghum,rgb1,46.0_23707.0_2256.0.png,0.9699091826438954,1.6553472871892154
sorghum,rgb1,46.0_23707.0_2282.0.png,0.9822121670611543,1.6144308196380734
sorghum,rgb1,46.0_23707.0_2305.0.png,0.9862429244746623,1.6889902306720614
sorghum,rgb1,46.0_23707.0_2362.0.png,0.9731128624067489,1.6160479080863297
sorghum,rgb1,46.0_23707.0_2392.0.png,0.973671969485546,1.838326174300164
sorghum,rgb1,46.0_23707.0_2422.0.png,0.9783342077672296,1.630788680166006
sorghum,rgb1,46.0_23707.0_2505.0.png,0.9840817755883154,1.6838060580193996
sorghum,rgb1,46.0_23707.0_2555.0.png,0.9821293141562459,1.6178947393782437
sorghum,rgb1,46.0_23708.0_2233.0.png,0.9010172940030001,1.6622140910476446
sorghum,rgb1,46.0_23708.0_2243.0.png,0.9489643842052577,1.714436115231365
sorghum,rgb1,46.0_23708.0_2256.0.png,0.9651222256317464,1.6062034317292273
sorghum,rgb1,46.0_23708.0_2282.0.png,0.9792796883589066,1.68311429861933
sorghum,rgb1,46.0_23708.0_2305.0.png,0.9841715473969881,1.6186817269772291
sorghum,rgb1,46.0_23708.0_2362.0.png,0.9819065747365009,1.7070982190780342
sorghum,rgb1,46.0_23708.0_2392.0.png,0.981222718209911,1.6290471269749105
sorghum,rgb1,46.0_23708.0_2422.0.png,0.9847095962793275,1.7120943060144782
sorghum,rgb1,46.0_23708.0_2505.0.png,0.9807334069828915,1.6361582432873547
sorghum,rgb1,46.0_23708.0_2555.0.png,0.9671369910615459,1.6234153676778078
